index	count	name
0.0	213.0	Alpha Muricholic Acid
1.0	229.0	Beta Muricholic Acid
2.0	187.0	Chenodeoxycholic Acid
3.0	146.0	Cholic Acid
4.0	12.0	Deoxycholic Acid
5.0	0.0	Glycochenodeoxycholic Acid
6.0	0.0	Glycocholic Acid
7.0	52.0	Glycodeoxycholic Acid
8.0	0.0	Glycolithocholic Acid
9.0	5.0	Glycoursodeoxycholic Acid
10.0	195.0	Lithocholic Acid
11.0	153.0	Omega Muricholic Acid
12.0	196.0	Tauro Alpha Muricholic Acid
13.0	136.0	Tauro Beta Muricholic Acid
14.0	126.0	Taurochenodeoxycholic Acid
15.0	139.0	Taurocholic Acid
16.0	0.0	Taurodeoxycholic Acid
17.0	243.0	Taurolithocholic Acid
18.0	56.0	Tauroursodeoxycholic Acid
19.0	114.0	Ursodeoxycholic Acid
