index	count	name
0.0	77.0	206
1.0	51.0	207
2.0	68.0	208
3.0	58.0	209
4.0	58.0	210
5.0	48.0	211
6.0	46.0	212
7.0	58.0	213
8.0	33.0	214
9.0	19.0	215
10.0	41.0	216
11.0	20.0	217
12.0	51.0	218
13.0	43.0	219
14.0	49.0	220
15.0	40.0	221
16.0	25.0	222
17.0	23.0	223
18.0	21.0	224
19.0	31.0	225
20.0	31.0	226
21.0	31.0	227
22.0	41.0	228
23.0	43.0	229
24.0	82.0	287
25.0	70.0	288
26.0	101.0	289
27.0	92.0	290
28.0	71.0	293
29.0	79.0	294
30.0	66.0	295
31.0	55.0	296
32.0	27.0	297
33.0	22.0	299
34.0	32.0	301
35.0	31.0	302
36.0	23.0	303
37.0	21.0	304
38.0	28.0	305
39.0	34.0	306
40.0	34.0	308
41.0	23.0	309
42.0	29.0	310
43.0	24.0	311
44.0	20.0	313
45.0	21.0	314
46.0	24.0	315
47.0	30.0	316
