index	count	name
0.0	11.0	Dlat
1.0	13.0	Btbd17
2.0	4.0	Mx1
3.0	2.0	Egfl6
4.0	2.0	Slc5a5
5.0	2.0	Kcnn3
6.0	27.0	B9d1
7.0	3.0	N4bp3
8.0	2.0	Ramp2
9.0	11.0	Gabrg1
10.0	25.0	Tubb6
11.0	27.0	Col1a1
12.0	6.0	Tcea3
13.0	6.0	Smo
14.0	28.0	Gria3
15.0	19.0	Spag5
16.0	28.0	Spi1
17.0	4.0	Ppm1j
18.0	9.0	Rhoc
19.0	24.0	Ncan
20.0	18.0	Scin
21.0	37.0	Gnmt
22.0	6.0	Ggct
23.0	4.0	Jag2
24.0	24.0	Cacnb3
25.0	30.0	Nqo1
26.0	16.0	Zfp81
27.0	33.0	Map3k20
28.0	25.0	Col5a3
29.0	10.0	Il12b
30.0	12.0	Pde1c
31.0	1.0	Large1
32.0	37.0	Zfp324
33.0	4.0	Arhgef40
34.0	29.0	Bcan
35.0	23.0	Dtx2
36.0	19.0	Hspb1
37.0	16.0	Slc1a2
38.0	20.0	Slc2a9
39.0	17.0	Prlr
40.0	6.0	Tbl2
41.0	22.0	Il27ra
42.0	13.0	Rfx5
43.0	5.0	Kctd20
44.0	5.0	Ephb3
45.0	11.0	Eps8l1
46.0	34.0	5430419D17Rik
47.0	18.0	Htra1
48.0	10.0	Kmt2b
49.0	28.0	Tmem110
50.0	4.0	Pole
51.0	15.0	Mrpl49
52.0	10.0	Ankrd26
53.0	29.0	Ift22
54.0	34.0	Clstn3
55.0	15.0	Scrn3
56.0	6.0	Slc16a12
57.0	17.0	Sardh
58.0	29.0	Vav2
59.0	25.0	Pifo
60.0	33.0	Tmem86a
61.0	4.0	Rnf170
62.0	12.0	Trpv4
63.0	11.0	Mertk
64.0	17.0	Klra17
65.0	14.0	Elmo3
66.0	12.0	4931428F04Rik
67.0	18.0	Casd1
68.0	14.0	Bola1
69.0	4.0	Fcgr1
70.0	6.0	E2f3
71.0	6.0	Cd34
72.0	13.0	Phf21b
73.0	6.0	Acot8
74.0	9.0	Mpp2
75.0	5.0	Plxdc1
76.0	3.0	Etv4
77.0	16.0	Dhx58
78.0	7.0	Cyth3
79.0	27.0	Gpx3
80.0	6.0	Ypel2
81.0	9.0	Appbp2
82.0	15.0	Cenpv
83.0	34.0	Dusp14
84.0	24.0	Fdxr
85.0	2.0	Chtf18
86.0	16.0	Etnppl
87.0	27.0	Ahr
88.0	14.0	Gdpd2
89.0	29.0	Tlcd1
90.0	7.0	Tmc4
91.0	13.0	Syne4
92.0	16.0	Ccdc170
93.0	12.0	Prep
94.0	7.0	Perp
95.0	23.0	Mgat4c
96.0	6.0	Pde7b
97.0	18.0	Slc29a3
98.0	9.0	Egfr
99.0	9.0	Lgr5
100.0	16.0	Slc1a4
101.0	34.0	Best3
102.0	28.0	Ltc4s
103.0	14.0	Cdkl3
104.0	24.0	Gatsl3
105.0	3.0	Pgam2
106.0	12.0	Fam20a
107.0	4.0	Adap2
108.0	7.0	Nf1
109.0	7.0	Grin2c
110.0	14.0	Pld2
111.0	34.0	Scrn2
112.0	6.0	Cfap52
113.0	4.0	Kat2a
114.0	24.0	Tmem101
115.0	4.0	Adam11
116.0	9.0	Spata7
117.0	18.0	1110008L16Rik
118.0	22.0	Sav1
119.0	10.0	Rgs6
120.0	14.0	Dpf3
121.0	1.0	Gli3
122.0	22.0	Elovl2
123.0	21.0	Nol8
124.0	7.0	Adcy2
125.0	8.0	Cep72
126.0	5.0	Pde8b
127.0	4.0	Elovl7
128.0	13.0	Pde4d
129.0	37.0	Cenpk
130.0	3.0	Rgs7bp
131.0	7.0	Nid2
132.0	8.0	Ecd
133.0	19.0	Mss51
134.0	25.0	Bmp4
135.0	2.0	Galnt15
136.0	2.0	Nufip1
137.0	25.0	Ccdc25
138.0	30.0	Gpc5
139.0	8.0	Ednrb
140.0	28.0	Cldn10
141.0	21.0	Rab2b
142.0	14.0	Pdzd2
143.0	16.0	Npr3
144.0	10.0	Cideb
145.0	8.0	Zfpm2
146.0	34.0	Cdh10
147.0	16.0	Col14a1
148.0	35.0	Nell2
149.0	8.0	Shisa9
150.0	6.0	Nectin3
151.0	37.0	Lmln
152.0	16.0	Maats1
153.0	3.0	Adamts1
154.0	14.0	Fmnl3
155.0	6.0	Gm853
156.0	18.0	Serinc2
157.0	10.0	Gabrr2
158.0	12.0	Celsr3
159.0	25.0	Tiam2
160.0	3.0	Zscan10
161.0	6.0	Cenpq
162.0	26.0	Rsph9
163.0	25.0	Bysl
164.0	28.0	Cbs
165.0	7.0	Rfx2
166.0	34.0	Anks1
167.0	5.0	Pdzph1
168.0	8.0	Nudt12
169.0	6.0	Ccny
170.0	30.0	Kifc5b
171.0	30.0	Cdh2
172.0	6.0	Lims2
173.0	2.0	Pggt1b
174.0	19.0	Psmg2
175.0	8.0	Sall3
176.0	2.0	C330018D20Rik
177.0	11.0	Rab3il1
178.0	5.0	Ms4a6d
179.0	1.0	Trpm6
180.0	35.0	Sac3d1
181.0	6.0	Tnfrsf25
182.0	16.0	Pold4
183.0	6.0	Pip5k1b
184.0	6.0	Slc29a2
185.0	6.0	Papss2
186.0	34.0	Peli3
187.0	34.0	Efhc2
188.0	7.0	Hspa12a
189.0	7.0	Cenpx
190.0	30.0	Slc16a3
191.0	26.0	Scd3
192.0	7.0	Poll
193.0	7.0	Fam120c
194.0	22.0	Baiap2
195.0	4.0	Gli1
196.0	20.0	Phkg1
197.0	18.0	Cbx8
198.0	6.0	Mettl26
199.0	3.0	Homer2
200.0	4.0	Unc5a
201.0	4.0	Mybl1
202.0	31.0	Nrp2
203.0	9.0	Fam135a
204.0	10.0	Gpr35
205.0	10.0	Slc35f5
206.0	15.0	Epb41l5
207.0	29.0	Cd55
208.0	17.0	Gpr37l1
209.0	30.0	Rgs7
210.0	4.0	Mnda
211.0	34.0	Cfap45
212.0	24.0	Uck2
213.0	30.0	Astn1
214.0	20.0	Usf1
215.0	32.0	Cfap126
216.0	13.0	Pfkfb3
217.0	32.0	Coq4
218.0	31.0	Ak8
219.0	26.0	Dolpp1
220.0	26.0	Stom
221.0	15.0	Lpcat4
222.0	20.0	Sema6d
223.0	17.0	Lrp4
224.0	6.0	Knstrn
225.0	21.0	Fahd2a
226.0	3.0	Il1a
227.0	32.0	Ccdc39
228.0	4.0	Spata5
229.0	6.0	P2ry1
230.0	33.0	Nmd3
231.0	7.0	Vangl1
232.0	7.0	Ptgfrn
233.0	10.0	Gstm4
234.0	16.0	Slc16a4
235.0	8.0	Col11a1
236.0	0.0	Tdo2
237.0	2.0	Alpk1
238.0	4.0	Ifi44
239.0	28.0	Mettl14
240.0	25.0	F3
241.0	4.0	Tmem56
242.0	4.0	Mttp
243.0	22.0	Ddah1
244.0	2.0	Aldob
245.0	11.0	Smim27
246.0	4.0	Unc13b
247.0	0.0	Sh3gl2
248.0	7.0	Gpx7
249.0	2.0	Ppcs
250.0	30.0	Mfsd2a
251.0	16.0	Vwa5b1
252.0	19.0	Fabp3
253.0	4.0	Adgrb2
254.0	5.0	Csmd2
255.0	32.0	Extl1
256.0	9.0	Sesn2
