# Constructed from biom file
#OTU ID	100907LG.C.1.RL	110308DK.C.1.RL	110412ET.C.1.RL	110418ML.C.1.RL	110601OG.C.1.RL	110720BB.C.1.RL	110727MK.C.1.RL	110801EH.C.1.RL	110921AR.C.1.RL	111003JG.C.1.RL	111115WK.C.1.RL	100804MB.C.1.RL	100716FG.C.1.RL	101007PC.C.1.RL	101026RM.C.1.RL	110222MG.C.1.RL	110330DS.C.1.RL	110406MB.C.1.RL	110420JR.C.1.RL	110523CB.C.1.RL
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187554424275	0.0	0.0	0.0	0.0	0.0	0.000714449016918	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__;g__;s__	0.0	0.0	0.0	0.0	0.00113728675873	0.0	0.000128394427682	0.0	0.0	0.0	0.0	0.0	0.000267934891821	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0017333247737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BHI80-139;c__;o__;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__BME43;o__;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	0.0	0.0	0.0	5.37345513165e-05	0.000270782561603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152722888338	0.0	0.00125670955099	0.0	2.11086249842e-05	0.000127278451758	0.00451531778692	0.00693201318502
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	0.0	0.0	0.0	0.00736163353036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__5-7N15;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.00537304821319	0.0	5.41565123206e-05	0.0	0.0	0.00303163269377	0.00228721592292	0.0	0.0	0.0	2.67934891821e-05	0.00466908283541	0.0	0.0	0.0	0.0	0.00017146776406	1.23455265984e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33967445911e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01902337732e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__eggerthii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466660905421
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00764027446591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.00519997432111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000575104370793	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01902337732e-05	0.0029385836027	0.0	0.0	0.0	0.0	0.00140032007316	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__gadei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000937207122774	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__	0.0	0.0125490196078	0.0016587934081	0.00333154218162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136646794829	0.00220393770203	0.0	0.0	0.0	0.00134647204228	0.000714449016918	0.000993814891174
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133868808568	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	0.0	0.0	0.0	0.0	0.0	0.00279160092244	0.0	0.000917467788903	0.0	0.0	8.51643672288e-05	0.000744158356898	0.00470225735146	0.0169621575734	0.0013632103604	0.000383591858263	0.000464389749652	0.00373796716216	0.0186042524005	0.0181355785731
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__endodontalis	0.0	8.71459694989e-05	0.0	5.37345513165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148724981226	0.0	0.0220085828678	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043539419921	0.0	0.0	0.0	0.00717693249462	0.000388534221156	0.0	0.00379007666572
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.000127445357803	0.00705882352941	7.21214525261e-05	0.0	0.0	0.00012137395315	0.00340245233357	0.0	4.86641685727e-05	0.0	0.0	0.0249541102347	0.117074150981	0.189146831227	0.133232512567	0.0682793507708	0.054692447334	0.14350980379	0.0873628257888	0.139504450562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	0.0	0.0	0.0	0.00349274583557	0.0	0.0174778492536	0.0	0.00430810961746	0.0	0.0121867881549	0.0	4.96105571266e-05	0.0	0.0	0.00110760841782	0.0	0.0	0.0	0.0	6.17276329922e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__intermedia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33967445911e-05	0.00236719234662	0.0	0.0	0.0	0.0	0.00165752171925	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.000127445357803	8.71459694989e-05	3.6060726263e-05	0.0	0.000108313024641	0.0	0.000128394427682	0.000119669711596	0.000145992505718	5.69476082005e-05	0.0	0.0693555588629	0.0369750150713	0.0856270610899	0.0620899718838	0.093068974611	0.0570988305822	0.120083869801	0.0407235939643	0.0872396637079
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000361712103959	0.0	0.010948283207	0.00745606674498	0.0	0.0	0.0	0.00764805372773
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243820751557	0.011084990368	0.0	0.0	2.11086249842e-05	0.000723477515257	0.0	0.00374069455933
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__pallens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174157679684	0.000979527867568	0.0	0.000119872455707	0.0	0.000180869378814	0.0	0.000222219478772
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000447303399506	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000718320436216	0.0	0.0	0.0	0.0	0.000943072702332	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Blvii28;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	0.0666539221309	0.0	0.000144242905052	0.000107469102633	0.000216626049282	0.000485495812599	0.000128394427682	0.000239339423192	0.000145992505718	0.000170842824601	8.51643672288e-05	9.92211142531e-05	0.000147364190502	0.00698729878865	0.00455823464258	0.000743209225384	2.11086249842e-05	3.349432941e-05	0.0129172382259	3.08638164961e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000361712103959	0.0	0.0	0.0	0.0	0.0	0.0	0.000308638164961
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__	0.0	8.71459694989e-05	3.6060726263e-05	5.37345513165e-05	0.0	0.0	0.0	0.00283218317444	0.0	0.0	0.0	0.0	0.00908299283274	0.0226760701342	0.00834966345744	0.0346910886816	0.00743023599443	0.00494376302092	0.00291495198903	0.00490734682288
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__tannerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000170328734458	0.0	0.0574452408065	0.00739543540014	0.0	0.00345232672437	0.0	0.002270915534	0.000457247370828	0.00401229614449
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__BE24;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	6.41972138409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__	0.0	0.00400871459695	0.00569759474956	0.0	0.00557812076902	0.0	0.00616293252873	0.000877577885037	0.0	0.0	0.0	0.0	5.35869783643e-05	0.000685669507297	0.000830706313368	0.0	0.0	2.6795463528e-05	0.000314357567444	7.40731595906e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67934891821e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__	0.0	0.0	0.0	0.0101558301988	0.00427836447333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117150890347	0.0	0.0	0.0	8.57338820302e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000599362278536	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Flectobacillus;s__	0.00567131842223	0.0	0.000576971620208	0.0	0.000270782561603	0.0	0.00224690248443	0.00466711875224	4.86641685727e-05	0.0	0.0	0.0	0.000803804675464	0.0	0.0003408025901	0.0	0.0	0.0	0.0	3.08638164961e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__	0.0126808131014	0.0	0.0100248819011	0.0	0.00238288654211	0.0	0.00102715542145	0.000478678846384	0.0	0.0	0.0	0.0	0.0007502176971	0.0	0.00087330663713	0.0	0.00605817537046	0.0	0.0	8.02459228898e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000200951168866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella;s__	0.0	0.0	0.00191121849194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Runella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__	0.0	0.0	0.0	0.00961848468565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059834855798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;s__	0.0	0.0	0.0	0.0124126813541	0.0	0.0	0.0	0.00187482548167	0.0	0.0	0.0	0.0	0.0	0.000342834753649	0.0	0.0	2.11086249842e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	0.0318613394507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00987906659854	0.0	0.0	0.0	0.0	0.0	0.00137206062397	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	0.0	0.0	3.6060726263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495679549869	0.000701994971757	0.00754025730596	0.0	0.00916114324313	0.061823833225	0.0024577046182	0.050172220096
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__ochracea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000915906960893	0.0	0.0	0.000529210404678	0.0	0.00421599733337
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0.000382336073409	0.0164705882353	0.0238000793336	0.00542718968297	0.024153804495	0.016992353441	0.016562881171	0.0231760341458	0.0118253929632	0.0153758542141	0.00630216317493	0.00104182169966	0.00850693281533	0.00675874228622	0.00741245633467	0.0104049291554	0.00025330349981	6.02897929381e-05	0.009459304984	0.000172837372378
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__columnare	0.0	0.0	0.0	0.0	0.0	0.0	0.000834563779932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__frigidarium	0.0	0.0	0.0	0.0	0.0	0.0	0.000962958207614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans	0.00248518447716	0.00671023965142	0.0216003750316	0.00236432025793	0.00953154616843	0.00461221021969	0.00590614367336	0.0132434480833	0.00218988758577	0.00182232346241	8.51643672288e-05	0.0014883167138	0.0011923102686	0.00271002710027	0.00189571440743	0.00853491884635	0.00477054924642	0.000455522879976	0.0	0.00039505685115
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__sediminis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000951168865966	0.0	0.0	0.011363908801	0.0	0.000609596795263	0.00777320530407	0.00270367032506
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	0.0481106225706	0.0217864923747	0.0508456240309	0.0496507254164	0.0127267803953	0.07707246025	0.0139307954035	0.0416849495393	0.00832157282593	0.0191343963554	0.0419860330438	0.0406310462866	0.00781030209659	0.000995853332027	0.0154426173639	0.00608952074992	0.0081268206189	0.000924443491717	0.00514403292181	6.17276329922e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.00199011362907	0.0	0.0	0.0	0.0	0.0	0.00132627771452	0.0	0.000639004856437	0.0	0.0	0.0	0.00291495198903	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00639976186933	0.0	0.0	0.000191701456931	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia;s__meningoseptica	0.0	0.0	0.0	0.0	0.01283509342	0.0	0.000320986069205	0.0	0.00939218453453	0.00256264236902	0.0311701584057	0.0	0.00133967445911	0.0	0.00221521683565	0.000407566349404	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000558458654115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00378796960035	0.0161692067379	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__	6.37226789014e-05	0.0	0.0222855288306	0.0483610961848	0.0383969672353	0.0	0.0324195929897	0.0231361442419	0.0	0.0205580865604	0.0229092147845	0.0	0.00359032755041	0.00337937114311	0.0014697111698	0.0112680108365	0.0	0.000113880719994	0.00322930955647	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__	0.0311603899828	0.00278867102397	0.0133785294436	0.00908113917249	0.00124559978337	0.0	0.00494318546575	0.00466711875224	4.86641685727e-05	0.000284738041002	0.0	0.0	0.000147364190502	0.0	0.0	0.0	0.0	0.000187568244696	0.000885916780979	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__ximonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.000385183283046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	0.0	0.0101089324619	0.01370307598	0.0129500268673	0.00492824262118	0.0	0.00154073313218	0.00530535721409	0.00437977517154	0.00922551252847	0.00783512178505	0.000793768914025	0.00238462053721	0.000342834753649	0.00140581068416	0.00213372971159	0.0	0.000274653501162	0.000600137174211	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__cryoconitis	0.0	0.0	0.0	0.0	0.00346601678852	0.0	0.0	0.00386932067494	0.0	0.0	0.0	0.0	0.000214347913457	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	0.0	0.0	0.0	0.0	0.000162469536962	0.0	0.00199011362907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
