OTU	12o	7o	2o	11o	4o	5o	13o	6o	1o	14o	3o	9o	15o	10o	8o
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.04366724756124432	0.08475626762527504	0.010776783728767171	0.06989940675780243	0.007757797581158498	0.034590309515042564	0.02737382378100941	0.015450455763171637	0.03322724861710995	0.004550625711035267	0.005571150013927876	0.00032986475545026536	0.0	0.004944351028905438	0.08131017336603764
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	9.298173838658088e-05	0.0001684891577227005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0003682124369165457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__	0.0	0.0	0.0	0.0	0.0	0.00041153154714202166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.002664125278866772	0.0	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.0	0.0	0.0	0.0	0.0	0.0007147653187203534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0.0	0.0	0.0	0.0	0.0	2.1659555112737987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0003682124369165457	0.0	3.3697831544540113e-05	0.0	0.0	0.0	0.0	0.0018570102135561746	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0.0	0.0	0.0	0.0	0.0	0.00010829777556368991	0.0	0.0	0.0	0.00026253609871357313	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0008663822045095193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.0008212647477114758	0.0	0.0	0.0	0.0005370782940802036	0.00038987199202928367	0.0	0.0	7.577479730241721e-05	0.0	0.0	0.0	0.0	4.0035231003282894e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0044618683532240255	0.0	3.3697831544540113e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.3371710800754196e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	7.438539070926469e-05	0.0	0.0	0.004900673842653364	0.00023570250058925626	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009594552770040236	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	0.0007611722051960019	0.0	0.0	0.0	0.0	0.006064675431566636	1.8596347677316173e-05	0.0	0.0009661286656058195	0.009363787520784107	0.0	0.0	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0008447226493967814	0.0	0.0	0.0	0.010676468014351972	2.142750005356875e-05	0.0005097909856958646	0.019189105540080468	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	4.006169501031589e-05	0.0	1.710600591867805e-05	0.0	0.0	0.0	5.578904303194853e-05	1.6848915772270053e-05	1.8943699325604307e-05	8.751203290452436e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	2.0030847505157944e-05	0.0	0.00011974204143074632	0.0	0.0	0.0	1.8596347677316173e-05	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0027855153203342623	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.028483865152334593	0.0	0.010725465711011135	0.0019227612727741692	0.0001591343093570974	0.00021659555112737983	0.04437088555807639	0.0005728631362571817	0.00035993028718648185	0.08418657565415244	0.0008356725020891813	8.996311512279965e-05	0.0748994119467657	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0004607094926186327	1.5494747280671853e-05	0.0	9.379323281825216e-05	0.0008155633354551241	0.01141458554441292	0.001803845724699669	0.00015164024195043048	7.577479730241721e-05	0.012776756804060558	0.0	0.0005697663957777312	0.013308573197152585	6.005284650492433e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.00012018508503094766	0.0	0.0	0.00021103477384106737	0.0003978357733927435	0.0004981697675929737	0.00014877078141852938	1.6848915772270053e-05	0.0	0.01487704559376914	0.00017142000042855	0.0	0.017022593624264934	6.005284650492433e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0.0018628688179796887	0.008057268585949365	0.02550505482474897	0.04457523389687434	0.0001392425206874602	0.0014511901925534447	0.09242384795626137	0.023335748344594027	0.005758884594983708	0.060995886934453486	0.00019284750048211875	0.0017392868923741267	0.04828226555246054	0.0006205460805508848	0.00020023026480452526
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.0	0.0	0.0	0.0	1.989178866963717e-05	4.331911022547597e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00030950170225936243	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	0.0	0.00017044222008739038	6.842402367471221e-05	0.0	0.0	0.0007364248738330915	0.0	3.3697831544540113e-05	0.0	0.0	0.0	0.0	0.0	0.00016014092401313157	0.000166858554003771
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae	0.0	0.0031609284452570573	0.0	0.0	0.0	0.0021009768459355847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0.0	1.5494747280671853e-05	5.131801775603415e-05	2.344830820456304e-05	0.0	8.663822045095193e-05	0.0003533306058690073	0.0	0.013090096233992574	0.0	0.0	0.0010195819713917293	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20	0.0	0.0	0.0	0.0	0.0	0.0005198293227057116	7.438539070926469e-05	0.0	0.0	0.0	0.0	2.9987705040933214e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0.009534683412455185	0.006895162539898974	0.004208077455994799	0.00794897648134687	0.010144812221514959	0.010396586454114232	0.012812883549670844	0.003892099543394383	0.02170947942714253	0.015314605758291763	0.002142750005356876	0.00167931148229226	0.003404518724852987	0.005104491952918569	0.004054662862291635
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	0.0	9.296848368403112e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae]	8.012339002063178e-05	0.0	0.0	0.0	0.0002188096753660089	0.0	0.0	0.0	0.0	0.0	8.5710000214275e-05	0.0	0.0018570102135561746	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae	0.0004406786451134748	0.0006817688803495615	0.00034212011837356096	0.002766900368138439	0.0	0.001169615976087851	0.0032915535388849627	1.6848915772270053e-05	0.003371978479957566	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.00024037017006189532	7.747373640335927e-05	0.00011974204143074632	4.689661640912608e-05	5.967536600891153e-05	0.001364551972102493	0.00013017443374121324	5.054674731681016e-05	3.7887398651208613e-05	0.0	0.0002785575006963937	0.00017992623024559932	0.0009285051067780873	2.0017615501641447e-05	0.000166858554003771
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.02806321735472628	0.011419628745855151	0.034879146068184534	0.11663188500949655	0.021463239974538514	0.08652992267538825	0.016792501952616508	0.09780795605802764	0.028055618701219972	0.07193489104751903	0.008078167520195419	2.9987705040933214e-05	0.09068399876199318	0.024601649451517337	0.025879761725984888
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0011617891552991608	0.00021692646192940596	0.0002565900887801707	0.0022275892794334892	0.001253182686187142	0.03747103034503671	0.0008182392978019117	0.00013479132617816045	0.0005872546790937334	0.01618972608733701	0.0002785575006963937	0.0010795573814735956	0.013927576601671307	0.00048042277203939453	0.00021691612020490231
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0009214189852372654	1.5494747280671853e-05	6.842402367471221e-05	0.0007972424789551433	0.0018897199236155317	0.003270592822023436	0.0004649086919329044	0.00025273373658405085	0.001685989239978783	0.033254572503719264	0.00017142000042854995	0.0008996311512279963	0.010523057876818322	0.00020017615501641443	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014012330851149012	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0006209562726598963	0.0	0.0	0.0003282763148638826	0.0	0.0005848079880439258	0.00026034886748242653	0.0	9.471849662802153e-05	0.0	0.0	0.0001499385252046661	0.0018570102135561746	0.0	0.0
k__Bacteria;p__SR1;c__;o__;f__	0.00012018508503094766	0.002029811893768013	0.0	7.034492461368912e-05	0.0	0.003183954601572484	0.00029754156283705877	0.001044632777880743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	0.000701079662680528	0.03828752053054015	0.003147505089036761	0.0005158627805003869	0.0015714513049013368	0.03424375663323875	0.006192583776546285	0.006621623898502131	0.02434265363340153	0.0010501443948542923	6.428250016070625e-05	0.001649323777251327	0.0	0.003282888942269197	0.00397123358528975
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae	0.00040061695010315887	0.003780718336483932	0.0007697702663405122	9.379323281825216e-05	0.0	0.007429227403669129	0.0025105069364376835	0.0001684891577227005	0.004413881942865803	0.0	0.0	0.0004198278705730649	0.0	0.0018616382416526548	0.0012514391550282823
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6;c__SJA-4;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__;f__	0.00030046271257736916	7.747373640335927e-05	1.710600591867805e-05	9.379323281825216e-05	7.956715467854869e-05	0.0006931057636076156	0.0002417525198051103	0.0	0.0007198605743729635	8.751203290452436e-05	0.0	0.0	0.0	2.0017615501641447e-05	1.6685855400377098e-05
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	8.012339002063178e-05	0.0	0.0	0.0	0.0	0.0	9.298173838658088e-05	0.0	3.7887398651208613e-05	0.0	0.0	0.0	0.0	2.0017615501641447e-05	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025;f__Rs-045	6.009254251547383e-05	3.0989494561343705e-05	1.710600591867805e-05	0.0	0.0	6.497866533821395e-05	0.0	0.0	0.0002083806925816473	0.0	0.0	0.0	0.0	4.0035231003282894e-05	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae	0.0	0.0	0.0	0.0	0.0	0.020056748034395368	0.0	0.0009266903674748529	0.0	0.0	0.0	2.9987705040933214e-05	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	0.00016024678004126355	0.018361275527596144	0.0005644981953163758	0.0	0.0	0.0002599146613528558	0.0002231561721277941	5.054674731681016e-05	0.001685989239978783	0.0	0.00019284750048211875	0.0002998770504093322	0.0	0.0013812154696132596	0.004104720428492767
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0002231561721277941	3.3697831544540113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__	0.0	0.0014410114971024825	1.710600591867805e-05	0.0	0.0	0.0008447226493967814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001501726986033939
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	4.006169501031589e-05	7.747373640335927e-05	3.4212011837356105e-05	0.0	0.00013924252068746022	6.497866533821395e-05	3.7192695354632346e-05	6.739566308908021e-05	5.6831097976812913e-05	0.0	4.28550001071375e-05	5.997541008186644e-05	0.002166511915815537	8.007046200656577e-05	6.674342160150839e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae	0.0003805861025980009	0.0	0.0	0.0	0.00027848504137492044	0.00043319110225475965	0.00016736712909584558	1.6848915772270053e-05	9.471849662802153e-05	0.004988185875557889	8.5710000214275e-05	0.0002399016403274657	0.007428040854224698	8.007046200656577e-05	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00560077010588956	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae	0.0018228071229693726	3.0989494561343705e-05	1.710600591867805e-05	0.0007972424789551432	0.0005967536600891152	0.001862721739695467	0.0006694685163833822	0.00010109349463362032	0.0002841554898840645	0.018114990811236544	0.0002999850007499625	0.001229495906678262	0.025998142989786442	0.0001401233085114901	3.3371710800754196e-05
