OTU	19o	16o	17o	21o	18o	23o	20o	22o
k__Bacteria;p__TM6;c__SJA-4;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__;f__	1.8010229810532378e-05	0.0	3.444297105068283e-05	3.1306253424121465e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__	0.0	0.0	3.444297105068283e-05	0.0	1.905596737618385e-05	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	3.6020459621064757e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025;f__Rs-045	0.0	0.0	0.0	0.0	5.7167902128551565e-05	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	0.00037821482602118	0.0	0.0	7.826563356030366e-05	0.0007050707929188026	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	0.0	1.7198383351964915e-05	0.0001894363407787556	0.00010957188698442513	1.905596737618385e-05	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	5.403068943159715e-05	0.00017198383351964914	0.0001894363407787556	0.00012522501369648586	0.00013339177163328695	0.00011049520266661756	0.00013515796587261359	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae	3.6020459621064757e-05	5.159515005589475e-05	0.000206657826304097	0.0	0.0002477275758903901	0.0002025745382221322	0.0	0.005284015852047556
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006605019815059446
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae	0.00025214321734745343	0.00010319030011178948	0.00039609416708285265	0.00010957188698442513	0.000514511119156964	0.00016574280399992634	0.0	0.0667107001321004
