OTU	12o	7o	2o	11o	4o	5o	13o	6o	1o	14o	3o	9o	15o	10o	8o
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	0.00034052440758768505	0.0	0.0	0.0003517246230684456	0.0006166454487587524	8.663822045095193e-05	0.00013017443374121324	6.739566308908021e-05	3.7887398651208613e-05	0.0175899186138094	0.0	0.0009895942663507961	0.015475085112968119	8.007046200656577e-05	3.3371710800754196e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Marinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	0.0006009254251547383	0.00018593696736806224	0.0011803144083887853	0.0009848289445916476	0.0012730744748567788	0.0010396586454114233	0.0010599918176070222	0.0005560142204849119	0.0007009168750473593	0.00043756016452262185	0.0021856050054640127	0.0011995082016373285	0.00030950170225936243	0.00048042277203939475	0.0008843503362199863
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	0.0	0.0	0.0	0.0	0.0	0.00019493599601464183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017502406580904875	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.0	0.0	0.0	0.0	0.0	2.1659555112737987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030950170225936243	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Pullulanibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	0.0	0.0	0.0	0.0	0.0	0.0	1.8596347677316173e-05	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.00022033932255673735	0.0001859369673680622	0.0004105441420482732	0.00021103477384106737	0.0010741565881604073	0.0019493599601464184	0.00035333060586900737	0.0008255968728412326	0.00043570508448889905	8.751203290452436e-05	0.003685530009213825	0.0019791885327015927	0.0024760136180748994	0.0005404756185443191	0.00041714638500942757
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Thermicanus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__;g__	2.0030847505157944e-05	0.0	5.131801775603415e-05	0.0002813796984547565	3.978357733927434e-05	2.1659555112737987e-05	5.578904303194853e-05	0.00011794241040589036	0.00013260589527923014	0.00026253609871357313	0.00017142000042855	0.0	0.0	2.0017615501641447e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.02481822005889069	0.010257522699804766	0.061222395182948725	0.0932773700377518	0.03683959261616805	0.015919773007862417	0.07109383717037973	0.09226466276895083	0.04474501780707737	0.02187800822613109	0.0459405601148514	0.011065463160104358	0.012999071494893221	0.01153014652894547	0.010445345480636064
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	0.00034052440758768505	3.0989494561343705e-05	0.0006500282249097657	0.001758623115342228	0.0004376193507320178	0.0001732764409019039	0.0037192695354632353	0.0009603881990193929	0.0004167613851632947	0.0	0.0003428400008571	0.00020991393528653246	0.00030950170225936243	0.00032028184802626315	0.0001168009878026397
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	2.0030847505157944e-05	0.0	1.710600591867805e-05	2.344830820456304e-05	0.0	0.0	1.8596347677316173e-05	1.6848915772270053e-05	0.0	0.0	0.0	0.0	0.0	2.0017615501641447e-05	1.6685855400377098e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	0.00016024678004126355	6.197898912268741e-05	0.00039343813612959514	0.00021103477384106737	0.00025859325270528324	0.00019493599601464183	0.0002417525198051103	3.3697831544540113e-05	0.0002652117905584603	8.751203290452436e-05	0.0006428250016070625	0.0005697663957777312	0.0	0.00014012330851149012	0.0002002302648045252
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.428250016070625e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella	0.0	0.0	0.0	2.344830820456304e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Lacticigenium	0.0	0.0	0.0	2.344830820456304e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.28550001071375e-05	2.9987705040933214e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__	2.0030847505157944e-05	0.0	0.0	2.344830820456304e-05	0.0	0.0	0.0	1.6848915772270053e-05	0.0	0.0	2.142750005356875e-05	2.9987705040933214e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	2.0030847505157944e-05	0.0	3.4212011837356105e-05	0.0	0.0	0.0	1.8596347677316173e-05	1.6848915772270053e-05	0.0	8.751203290452436e-05	0.0	2.9987705040933214e-05	0.0	4.0035231003282894e-05	3.3371710800754196e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.010095547142599607	0.001952338157364653	0.02153646145161566	0.01566346988064811	0.011616804583068107	0.01256254196538803	0.014337784059210773	0.02080841097875352	0.012995377737364555	0.011639100376301741	0.03276264758190661	0.022550754190781785	0.006190034045187249	0.008067099047161502	0.009227278036408541
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus	0.0	0.0	6.842402367471221e-05	2.344830820456304e-05	1.989178866963717e-05	0.0	0.0	0.0	1.8943699325604307e-05	0.0	0.0	0.0	0.0	2.0017615501641447e-05	6.674342160150839e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8943699325604307e-05	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0011617891552991608	0.0007902321113142643	0.0012487384320634975	0.0022744858958426146	0.0016908020369191595	0.0009746799800732092	0.003403131624948861	0.0241950430489798	0.0012692278548154885	0.0007876082961407192	0.002807002507017507	0.0014693975470057275	0.0009285051067780873	0.0009408279285771481	0.0006507483606147071
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0.0009013881377321074	0.00034088444017478075	0.0032330351186301517	0.001664829882523976	0.0016112348822406109	0.0017111048539063009	0.0012459552943801838	0.0011288773567420935	0.001572327044025157	0.000700096263236195	0.0041140800102852	0.003268659849461721	0.0009285051067780873	0.0010409160060853553	0.001885501660242612
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0012819742403301086	0.0053456878118317884	0.0020698267161600443	0.002508968977888245	0.003739656269891789	0.0009530204249604713	0.0019154238107635664	0.0030833515863254203	0.0009282412669546103	0.007351010763980046	0.003985515009963789	0.0036585000149938532	0.0012380068090374495	0.0034029946352790467	0.0040880345730923895
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7887398651208613e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__	2.0030847505157944e-05	0.00010846323096470295	0.0005816042012350537	0.00018758646563650437	0.0001989178866963717	0.0001299573306764279	0.00016736712909584558	0.0018533807349497054	9.471849662802153e-05	0.0	0.0008571000021427499	0.00026988934536839896	0.0	0.0002001761550164145	0.00041714638500942746
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.01877883428274383	0.0	0.0	5.6831097976812913e-05	0.0	0.0	2.9987705040933214e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.4609098010936845	0.23854163438594306	0.4180365726406544	0.43156611250498267	0.4769852005092296	0.2087547921765689	0.2338676683899281	0.5569746086839312	0.18841403349246008	0.17528660190776227	0.6693093916732727	0.6393978468827779	0.3642835035592694	0.5475818720474009	0.5575411723482007
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.00010015423752578972	0.005655582757445226	0.0014711165090063125	0.0011020704856144626	5.967536600891153e-05	0.014035391713054214	0.003049801019079853	0.001061481693653013	0.0015344396453739484	8.751203290452436e-05	4.28550001071375e-05	8.996311512279965e-05	0.006190034045187249	0.0008207222355672991	0.0024027631776543023
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.0009815115277527393	0.01447209396014751	0.00022237807694281466	0.0002813796984547565	9.945894334818587e-05	0.00047651021248023564	0.0005206977349648528	0.0014658556721874948	0.004660150034098658	8.751203290452436e-05	0.0001285650003214125	0.0008696434461870632	0.0009285051067780873	6.005284650492433e-05	0.005139243463316147
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.00034052440758768505	0.00017044222008739038	0.0004447561538856292	0.00030482800665931946	0.0002983768300445576	0.0002599146613528558	0.00013017443374121324	0.00025273373658405085	0.0002652117905584603	0.00017502406580904875	0.0002999850007499625	0.00020991393528653246	0.003714020427112349	0.00034029946352790455	0.00023360197560527945
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0.0	0.0	0.00013684804734942442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.142750005356875e-05	5.997541008186644e-05	0.00030950170225936243	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Thermoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030950170225936243	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0.0	0.0003253896928941089	0.00027369609469884884	0.0	0.0	0.0	0.0	0.0	0.000985072364931424	0.0	0.0	2.9987705040933214e-05	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.010095547142599606	0.008832005949982959	0.004738363639473822	0.0032124182240251373	0.0022278803309993627	0.01791245207823431	0.008591512626920074	0.000977237114791663	0.008429946199893916	0.003062921151658353	0.0014999250037498126	0.0010495696764326627	0.003714020427112349	0.0019617263191608622	0.0030034539720678773
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	0.0	0.0	0.0	0.0	2.1659555112737987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.00022033932255673735	0.0001549474728067185	0.0015395405326810241	0.00011724154102281521	0.0003580521960534691	0.00019493599601464183	0.00013017443374121324	8.424457886135027e-05	0.00015154959460483445	0.00026253609871357313	0.000257130000642825	0.00020991393528653246	0.003404518724852987	0.00018015853951477295	0.00016685855400377103
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0.0	1.5494747280671853e-05	0.0	0.0	0.0	0.00021659555112737983	0.0	3.3697831544540113e-05	0.0	0.0	0.0001285650003214125	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella	0.002203393225567374	0.0008212216058756082	6.842402367471221e-05	0.0	0.0	0.00043319110225475965	0.0007996429501245956	0.00037067614698994123	0.0005493672804425248	0.0	0.00017142000042855	5.997541008186644e-05	0.0	2.0017615501641447e-05	0.0001501726986033939
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	4.006169501031589e-05	1.5494747280671853e-05	0.00034212011837356096	4.689661640912608e-05	0.0	2.1659555112737987e-05	1.8596347677316173e-05	3.3697831544540113e-05	5.6831097976812913e-05	0.0	4.28550001071375e-05	0.0	0.0	2.0017615501641447e-05	5.0057566201131314e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.0	0.0	0.00023948408286149264	2.344830820456304e-05	3.978357733927434e-05	0.0	0.0	5.054674731681016e-05	5.6831097976812913e-05	0.0	0.0	5.997541008186644e-05	0.0	4.0035231003282894e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	2.0030847505157944e-05	0.0	5.1318017756034137e-05	2.344830820456304e-05	0.0	6.497866533821395e-05	1.8596347677316173e-05	0.0	1.8943699325604307e-05	0.0	2.142750005356875e-05	0.0	0.0006190034045187249	2.0017615501641447e-05	3.3371710800754196e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.0	1.5494747280671853e-05	1.710600591867805e-05	0.0	0.00017902609802673456	2.1659555112737987e-05	1.8596347677316173e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.0017615501641447e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0010416040702682134	0.003408844401747807	0.0010947843787953953	0.0	0.0007359961807765754	0.001429530637440707	0.003421727972626176	0.0	0.0021216943244676822	0.0	4.28550001071375e-05	0.00044981557561399836	0.0	0.0010008807750820725	0.0020356743588460058
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.037778178394727885	0.0034553286435898226	0.008347730888314886	0.0034234529978662037	0.010900700190961172	0.001364551972102493	0.01439357310224272	0.0010783306094252836	0.008467833598545124	0.059333158309267525	0.007435342518588355	0.0003898401655321319	0.0	0.003843382176315158	0.00015017269860339392
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	2.0030847505157944e-05	3.0989494561343705e-05	0.00010263603551206827	2.344830820456304e-05	3.978357733927434e-05	0.0	3.7192695354632346e-05	5.054674731681016e-05	0.0	0.0	0.0	0.0	0.0006190034045187249	4.0035231003282894e-05	1.6685855400377098e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0.0	0.000635284638507546	0.00015395405326810242	0.0	0.0016311266709102485	0.00030323377157833185	0.00011157808606389705	0.00021903590503951072	0.0043759945442145955	0.0	0.0	0.0	0.0	0.00012010569300984866	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	6.009254251547384e-05	6.197898912268741e-05	0.0017448126037051608	2.344830820456304e-05	5.967536600891153e-05	0.0001299573306764279	3.7192695354632346e-05	6.739566308908021e-05	3.7887398651208613e-05	0.0	0.0001285650003214125	0.00017992623024559932	0.001547508511296812	8.007046200656577e-05	5.00575662011313e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.0	1.710600591867805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0.0	0.004834361151569618	0.0	0.0001641381574319413	0.000795671546785487	8.663822045095193e-05	0.0009856064268977574	0.00013479132617816045	0.0005683109797681293	0.0	8.5710000214275e-05	0.0	0.0	0.0010008807750820725	0.0002002302648045252
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.0016024678004126355	0.0006817688803495615	0.00013684804734942442	0.0	0.0	0.0005631484329311876	0.0021757726782459927	0.00028643156812859085	0.0010419034629082368	0.0	2.142750005356875e-05	2.9987705040933214e-05	0.0	0.0	0.00018354440940414806
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor	0.0004607094926186327	0.02417180575784809	0.0	0.0	0.0	0.0068227598605124645	0.0034403243203034927	0.002122963387306027	0.006971281351822385	0.0	0.00017142000042855	0.00044981557561399836	0.0	0.003703258867803667	0.003687574043483339
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	2.0030847505157944e-05	0.0005423161548235148	0.0	0.0	0.0	0.0	0.0	1.6848915772270053e-05	0.00013260589527923014	0.0	0.0	0.0	0.0	0.0	0.00013348684320301678
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.00012018508503094766	9.296848368403112e-05	0.001625070562274415	7.034492461368912e-05	0.0002387014640356461	2.1659555112737987e-05	7.438539070926469e-05	5.054674731681016e-05	3.7887398651208613e-05	0.00017502406580904875	8.5710000214275e-05	8.996311512279965e-05	0.00030950170225936243	0.00010008807750820722	0.00015017269860339392
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0	0.0	0.001419798491250278	2.344830820456304e-05	0.0	2.1659555112737987e-05	1.8596347677316173e-05	0.0	0.0	0.0	2.142750005356875e-05	0.00017992623024559932	0.00030950170225936243	4.0035231003282894e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	4.006169501031589e-05	0.0	0.00018816606510545851	2.344830820456304e-05	0.0	0.0	1.8596347677316173e-05	5.054674731681016e-05	0.0	0.0	2.142750005356875e-05	0.0	0.0	2.0017615501641447e-05	1.6685855400377098e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	6.009254251547384e-05	3.0989494561343705e-05	0.00037633213021091714	9.379323281825216e-05	7.956715467854869e-05	8.663822045095193e-05	7.438539070926469e-05	0.00010109349463362032	7.577479730241721e-05	8.751203290452436e-05	0.00014999250037498125	0.00011995082016373288	0.0012380068090374495	2.0017615501641447e-05	5.0057566201131314e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0008014035391713054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015154959460483445	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus	0.0	3.0989494561343705e-05	1.710600591867805e-05	2.344830820456304e-05	3.978357733927434e-05	0.0	0.0	0.0	7.577479730241721e-05	0.0	4.28550001071375e-05	0.0	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0.002964565430763376	0.0052527193281477575	0.0032672471304675075	0.0007034492461368911	0.02562062380649268	0.00045485065736749765	0.009502733663108566	0.0017522872403160855	0.015495946048344322	0.0	0.0	0.0011995082016373288	0.00030950170225936243	0.0014612859316198257	0.0007174917822162152
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	0.0	1.5494747280671853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	0.00014021593253610558	0.002913012488766308	0.0010605723669580393	9.379323281825216e-05	0.004356301718650541	0.0007147653187203535	0.0045003161379105145	0.00025273373658405085	0.01443509888611048	0.0	0.0007499625018749063	0.00026988934536839896	0.00030950170225936243	0.0022820081671871247	0.0006841200714154611
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	0.0	0.0	5.1318017756034137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Pectinatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	2.0030847505157944e-05	0.0	0.0002565900887801707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6685855400377098e-05
