OTU	12o	7o	2o	11o	4o	5o	13o	6o	1o	14o	3o	9o	15o	10o	8o
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6831097976812913e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.0006610179676702123	0.0	0.0	0.0	0.00033816040738383197	0.0023825510624011785	0.0	1.6848915772270053e-05	0.00015154959460483445	0.002362824888422158	0.0	0.00026988934536839896	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	0.0	0.0	0.0	0.0	7.956715467854869e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__	0.0	0.0	0.0	2.344830820456304e-05	0.0	0.0	3.7192695354632346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6848915772270053e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	0.0	0.0	0.0	0.0	0.0	6.497866533821395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0001299573306764279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014999250037498125	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia	0.00028043186507221117	0.0	0.00020527207102413655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020017615501641443	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	8.012339002063178e-05	0.00046484241842015554	0.0013000564498195318	0.0002813796984547565	0.0004774029280712922	0.0001732764409019039	0.0002231561721277941	0.0	0.0053231795104948096	0.0	0.00014999250037498125	0.0008696434461870632	0.0	0.001401233085114901	0.002402763177654302
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia	0.0	3.0989494561343705e-05	0.0005987102071537317	0.0	7.956715467854869e-05	0.0	0.0	0.0	0.0005114798817913162	0.0	0.0	0.0	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	2.0030847505157944e-05	0.0007127583749109052	8.553002959339024e-05	0.0	0.00183004455760662	0.0	9.298173838658088e-05	0.00010109349463362032	0.0018754262332348261	0.0	4.28550001071375e-05	0.0	0.0	4.0035231003282894e-05	5.0057566201131314e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	0.003946076958516115	0.009498280083051844	0.004704151627636463	0.0004924144722958238	0.018618714194780398	0.00019493599601464183	0.005504518912485587	0.0011625751882866336	0.018148063953928924	0.003062921151658353	0.0071996400179991	0.00167931148229226	0.0	0.010128913443830571	0.000333717108007542
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	4.006169501031589e-05	3.0989494561343705e-05	0.00013684804734942442	0.0	3.978357733927434e-05	0.0	0.0	1.6848915772270053e-05	3.7887398651208613e-05	8.751203290452436e-05	2.142750005356875e-05	2.9987705040933214e-05	0.001547508511296812	0.000180158539514773	8.34292770018855e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	0.0	9.296848368403112e-05	5.1318017756034137e-05	0.0	0.0	4.331911022547597e-05	0.0	0.0	0.00043570508448889905	0.0	2.142750005356875e-05	0.0	0.0	2.0017615501641447e-05	6.674342160150839e-05
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.0	0.0054386562955158185	0.00013684804734942442	0.0	0.0	0.007212631852541749	0.00022315617212779413	0.0005223163889403717	0.007028112449799197	0.0	0.0	0.00020991393528653246	0.0	0.00038033469453118747	0.00043383224040980463
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0005208020351341067	0.0002014317146487341	0.0011974204143074634	0.00023448308204563042	0.0003580521960534691	0.0003682124369165458	0.0005206977349648531	0.00033697831544540107	0.0005872546790937332	0.0003500481316180975	0.0002142750005356875	0.00032986475545026536	0.0064995357474466105	0.00032028184802626315	0.0002502878310056565
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0.0010416040702682134	0.0007437478694722489	0.00013684804734942442	0.0019227612727741692	0.0	0.0017544239641317768	0.0013947260757987132	0.0	0.014946578767901796	0.0	0.0014999250037498126	2.9987705040933214e-05	0.0	0.0010809512370886381	1.6685855400377098e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	4.006169501031589e-05	1.5494747280671853e-05	0.00010263603551206827	2.344830820456304e-05	1.989178866963717e-05	0.0	3.7192695354632346e-05	1.6848915772270053e-05	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	6.674342160150839e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.002303547463093164	0.11146921193715333	0.011666296036538432	0.0050882828803901796	0.0004376193507320178	0.0173926227555286	0.013203406850894486	0.020555677242169463	0.022353565204213083	0.004988185875557889	0.0035141100087852754	0.0025489549284793234	0.004023522129371711	0.00996877251981744	0.014249720511922047
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	0.0009414498327424234	0.0023861910812234648	0.0005987102071537317	0.002063451122001548	0.0015515595162316994	0.001342892416989755	0.0018038457246996686	0.00037067614698994123	0.005607335000378875	0.0	0.0007285350018213376	0.0002998770504093322	0.0	0.0011209864680919212	0.0006006907944135755
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0911603869959738	0.1233071988595866	0.02663405121538172	0.011372429479213077	0.07634468491406747	0.02733435855227533	0.06064268977572802	0.02941820693838352	0.07738501174509359	0.054519996499518684	0.04557629261394073	0.019132155816115395	0.0009285051067780873	0.06067339258547521	0.019188733710433663
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0.0	0.0	1.710600591867805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	0.0	1.710600591867805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Blvii28	0.0	0.0002634107037714215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0.0	3.0989494561343705e-05	8.553002959339024e-05	0.0	0.0	0.0	0.0	1.6848915772270053e-05	0.0	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	0.0	0.0	5.1318017756034137e-05	0.0	0.0	0.0	0.0	0.0	1.8943699325604307e-05	0.0	4.28550001071375e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	0.0	0.0	0.0	0.0	0.0	6.497866533821395e-05	0.0	0.0	3.7887398651208613e-05	0.0	0.0	0.0	0.0	0.0	0.0001501726986033939
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	0.0	1.5494747280671853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00011366219595362583	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella	0.0	0.0	0.00010263603551206827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	0.0024037017006189533	0.005857014472093959	0.002771172958825844	0.0058855253593453226	0.0029837683004455763	0.002360891507288441	0.017926879160932798	0.00636889016191808	0.02004243388648936	0.0	0.004564057511410144	0.0009296188562689297	0.004333023831631072	0.009168067899751782	0.005556389848325574
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__BE24	0.0	0.0	0.0	0.0	0.0	0.001017999090298685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0012562541965388029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	0.0	0.0	0.0	0.0	1.989178866963717e-05	0.0001299573306764279	0.0	3.3697831544540113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0.0030246579732788486	0.002587622795872199	0.0015908585504370582	0.005041386263981054	0.005330999363462764	0.003942039030518314	0.01050693643768364	0.000623409883573992	0.004053951655679322	0.009363787520784107	0.0028498575071246434	0.00020991393528653246	0.00897554936552151	0.0008607574665705823	0.0021024177804475144
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.0	0.0	1.710600591867805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001136621959536258	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0.0006009254251547383	0.00024791595649074964	0.0010092543492020048	0.0025558655942973713	0.0007161043921069382	0.00047651021248023564	0.0016364785956038234	0.004161682195750704	0.00017049329393043874	0.0	0.0014570700036426751	0.0	0.0	0.0007806870045640162	0.0015684704076354475
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0.0	0.0	0.0	0.0	0.0	0.029132101626632587	3.7192695354632346e-05	0.0	0.0	0.0	0.00023570250058925626	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.0	0.0	0.0	0.0001641381574319413	0.0	0.004288591912322121	5.578904303194853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0.0	0.0	0.0	0.0	0.0	0.00038987199202928367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0.0	0.0	0.0	0.0	3.978357733927434e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__SHD-231	0.0	7.747373640335927e-05	1.710600591867805e-05	0.0	0.0	4.331911022547597e-05	1.8596347677316173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6685855400377098e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28550001071375e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0005414888778184496	5.578904303194853e-05	1.6848915772270053e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__	0.00018027762754642152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	0.003845922720990326	1.5494747280671853e-05	0.0	9.379323281825216e-05	0.0	0.008338928718404123	1.8596347677316173e-05	0.0	0.0012692278548154885	0.0	2.142750005356875e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	3.7192695354632346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	4.006169501031589e-05	0.0	0.0	0.0	0.0	2.1659555112737987e-05	1.8596347677316173e-05	0.0	0.0	0.003587993349085499	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0.0	1.5494747280671853e-05	3.4212011837356105e-05	2.344830820456304e-05	0.0	0.0012562541965388029	0.0	0.0	0.0	8.751203290452436e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.054674731681016e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	4.006169501031589e-05	0.0	0.0	0.0	1.989178866963717e-05	8.663822045095193e-05	5.578904303194853e-05	0.0	5.6831097976812913e-05	0.00017502406580904875	2.142750005356875e-05	0.0	0.0018570102135561746	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0024237325481241113	1.5494747280671853e-05	0.0	0.0008206907871597062	0.002943984723106302	0.003032337715783318	0.0007066612117380146	0.00028643156812859085	0.0006819731757217549	0.027741314430734226	0.0004928325012320811	0.0019192131226197261	0.055400804704425884	0.00024021138601969727	3.3371710800754196e-05
