index	count	name
0.0	88.0	206
1.0	52.0	207
2.0	65.0	208
3.0	57.0	209
4.0	49.0	210
5.0	57.0	211
6.0	55.0	212
7.0	64.0	213
8.0	37.0	214
9.0	27.0	215
10.0	45.0	216
11.0	25.0	217
12.0	39.0	218
13.0	55.0	219
14.0	44.0	220
15.0	40.0	221
16.0	33.0	222
17.0	33.0	223
18.0	29.0	224
19.0	46.0	225
20.0	38.0	226
21.0	32.0	227
22.0	45.0	228
23.0	43.0	229
24.0	78.0	287
25.0	90.0	288
26.0	107.0	289
27.0	101.0	290
28.0	76.0	293
29.0	75.0	294
30.0	80.0	295
31.0	53.0	296
32.0	34.0	297
33.0	21.0	299
34.0	33.0	301
35.0	29.0	302
36.0	26.0	303
37.0	28.0	304
38.0	30.0	305
39.0	28.0	306
40.0	43.0	308
41.0	27.0	309
42.0	38.0	310
43.0	27.0	311
44.0	21.0	313
45.0	29.0	314
46.0	26.0	315
47.0	29.0	316
