index	count	name
0.0	4.0	Narf
1.0	1.0	Brat1
2.0	5.0	Igsf5
3.0	3.0	Ins2
4.0	3.0	Gmpr
5.0	2.0	Tpd52l1
6.0	2.0	Dbt
7.0	3.0	Fap
8.0	3.0	Cttnbp2
9.0	0.0	1-Sep
10.0	2.0	Tubgcp3
11.0	2.0	Tcf7
12.0	2.0	Slc5a5
13.0	0.0	Fasl
14.0	0.0	Dlg3
15.0	1.0	Vpreb3
16.0	2.0	N4bp3
17.0	3.0	Kctd10
18.0	2.0	Pcbp3
19.0	2.0	Ramp2
20.0	1.0	Hars
21.0	3.0	Mrpl10
22.0	0.0	Def8
23.0	2.0	Tcea3
24.0	2.0	Marveld3
25.0	0.0	Tspan33
26.0	3.0	Folh1
27.0	2.0	Folr1
28.0	2.0	Nacc1
29.0	5.0	Taco1
30.0	0.0	Cd3g
31.0	1.0	Ddb2
32.0	3.0	Rhoc
33.0	2.0	Lmf1
34.0	3.0	Tmem161a
35.0	5.0	Nr2f6
36.0	0.0	Rgs20
37.0	2.0	Top3a
38.0	3.0	Qtrt1
39.0	2.0	Adgre5
40.0	1.0	Lamb1
41.0	7.0	Kcnn1
42.0	4.0	Keap1
43.0	2.0	Ccdc65
44.0	0.0	Cd79a
45.0	3.0	Crhr2
46.0	3.0	As3mt
47.0	1.0	Crtc1
48.0	1.0	Aven
49.0	2.0	Itpkc
50.0	2.0	Coq8b
51.0	0.0	Kif20a
52.0	0.0	Nqo1
53.0	0.0	Lin7b
54.0	3.0	Angptl2
55.0	2.0	Clec11a
56.0	4.0	Mettl17
57.0	3.0	Aqp1
58.0	0.0	Dtx2
59.0	2.0	Chd5
60.0	0.0	Ripk4
61.0	4.0	Pafah1b3
62.0	3.0	Tomm40l
63.0	0.0	Uqcc1
64.0	0.0	Nr2c1
65.0	0.0	Pex1
66.0	1.0	Ctns
67.0	6.0	Zbtb17
68.0	1.0	Adamts4
69.0	3.0	Hfe
70.0	2.0	Slc5a6
71.0	1.0	Ift22
72.0	2.0	Fzd3
73.0	6.0	Fbxw9
74.0	6.0	Tle1
75.0	5.0	Ubqln4
76.0	3.0	Tmem184b
77.0	2.0	Tfcp2
78.0	0.0	Taz
79.0	1.0	Mettl16
80.0	4.0	Fuz
81.0	7.0	Gltp
82.0	1.0	Ubxn11
83.0	0.0	Zfp651
84.0	5.0	Cad
85.0	3.0	Tmem87b
86.0	0.0	Rbsn
87.0	3.0	Mrps25
88.0	4.0	Elmo3
89.0	1.0	Tppp3
90.0	3.0	Tsen15
91.0	5.0	Acsf3
92.0	4.0	Galns
93.0	6.0	Clic3
94.0	5.0	C4a
95.0	4.0	Notch4
96.0	3.0	Cacfd1
97.0	3.0	Srf
98.0	2.0	Steap1
99.0	3.0	Steap2
100.0	1.0	Serac1
101.0	0.0	Setdb1
102.0	2.0	Arnt2
103.0	6.0	Prune1
104.0	2.0	Il17rb
105.0	1.0	Chdh
106.0	0.0	Skiv2l2
107.0	4.0	Stard13
108.0	3.0	Ndufa1
109.0	6.0	Dyrk3
110.0	3.0	Pacsin2
111.0	0.0	Slpi
112.0	5.0	Cyth1
113.0	1.0	Nlk
114.0	3.0	Nek8
115.0	5.0	Atad5
116.0	2.0	Tns4
117.0	1.0	Tha1
118.0	1.0	Slc12a4
119.0	1.0	Mlx
120.0	4.0	Mybl2
121.0	1.0	B4galt5
122.0	3.0	Trove2
123.0	3.0	Kpna2
124.0	2.0	8-Sep
125.0	0.0	Mrm1
126.0	3.0	Mapt
127.0	3.0	Elp5
128.0	0.0	Mief2
129.0	3.0	Dusp14
130.0	3.0	Pnpo
131.0	4.0	Cog1
132.0	3.0	Copz2
133.0	1.0	Rad51d
134.0	1.0	Rars
135.0	2.0	Wwc1
136.0	0.0	E2f2
137.0	5.0	Isyna1
138.0	2.0	Arhgef25
139.0	6.0	Trip10
140.0	3.0	Slc6a8
141.0	1.0	Pdk4
142.0	3.0	Syne4
143.0	2.0	Polr2i
144.0	3.0	Katna1
145.0	5.0	Ltv1
146.0	0.0	Plagl1
147.0	3.0	Traf3ip2
148.0	3.0	Perp
149.0	1.0	Arfgef3
150.0	4.0	Reps1
151.0	1.0	Asf1a
152.0	2.0	Qrsl1
153.0	7.0	Lrriq1
154.0	3.0	10-Sep
155.0	1.0	Cabcoco1
156.0	1.0	Poc1b
157.0	1.0	Cep290
158.0	2.0	Cfap54
159.0	3.0	Cep83
160.0	1.0	Cry1
161.0	3.0	Btbd11
162.0	0.0	Rufy2
163.0	2.0	Fam241b
164.0	1.0	Rab36
165.0	2.0	Grb10
166.0	0.0	Cpm
167.0	1.0	Mdm1
168.0	5.0	Fzr1
169.0	3.0	Appl2
170.0	4.0	Nprl3
171.0	3.0	Tpgs1
172.0	2.0	Wdpcp
173.0	2.0	Itk
174.0	0.0	Nefh
175.0	1.0	Pnpt1
176.0	1.0	Tubd1
177.0	1.0	Pctp
178.0	5.0	Hs1bp3
179.0	2.0	Dnajc27
180.0	0.0	Kif3c
181.0	3.0	Cdc27
182.0	1.0	Mrc2
183.0	5.0	Lig3
184.0	5.0	Rnf135
185.0	4.0	Polg2
186.0	3.0	Unk
187.0	0.0	Aspa
188.0	1.0	Llgl2
189.0	3.0	Med31
190.0	1.0	Pld2
191.0	2.0	Nxn
192.0	5.0	Scrn2
193.0	2.0	Lrrc46
194.0	0.0	Fbxl20
195.0	3.0	Myh10
196.0	3.0	Cfap52
197.0	4.0	Dtd2
198.0	3.0	L2hgdh
199.0	2.0	Ttc8
200.0	3.0	Polr2h
201.0	3.0	Adck1
202.0	2.0	Ppp2r5e
203.0	3.0	Rtn1
204.0	4.0	Plek2
205.0	2.0	Pcnx
206.0	4.0	Nrde2
207.0	2.0	Pitrm1
208.0	4.0	Dcaf4
209.0	0.0	Abcd4
210.0	4.0	Amph
211.0	1.0	Trim27
212.0	2.0	Exoc2
213.0	2.0	Cap2
214.0	1.0	Tpmt
215.0	4.0	Fancc
216.0	2.0	Aaed1
217.0	0.0	B4galt7
218.0	3.0	Naa35
219.0	2.0	Tppp
220.0	3.0	Xrcc4
221.0	4.0	Slc30a5
222.0	2.0	Aggf1
223.0	0.0	Kif2a
224.0	4.0	Zfyve16
225.0	2.0	Dhfr
226.0	3.0	Srek1ip1
227.0	3.0	Acox2
228.0	2.0	Kctd6
229.0	0.0	Map3k1
230.0	1.0	Kat6b
231.0	1.0	Nid2
232.0	5.0	Ppp3cb
233.0	3.0	Ap3m1
234.0	3.0	Bmp4
235.0	2.0	4933413J09Rik
236.0	1.0	Capn7
237.0	1.0	Btd
238.0	3.0	Bap1
239.0	1.0	Ebpl
240.0	4.0	Rnaseh2b
241.0	1.0	Eef1akmt1
242.0	3.0	Cdadc1
243.0	3.0	Stmn4
244.0	4.0	Pibf1
245.0	2.0	Slc39a14
246.0	4.0	Uchl3
247.0	1.0	Acod1
248.0	1.0	Haus4
249.0	1.0	Ajuba
250.0	5.0	6030458C11Rik
251.0	2.0	Pdzd2
252.0	5.0	Rad1
253.0	2.0	Utp23
254.0	2.0	Matn2
