index	count	name
0.0	168.0	Alpha Muricholic Acid
1.0	161.0	Beta Muricholic Acid
2.0	164.0	Chenodeoxycholic Acid
3.0	172.0	Cholic Acid
4.0	4.0	Deoxycholic Acid
5.0	0.0	Glycochenodeoxycholic Acid
6.0	2.0	Glycocholic Acid
7.0	1.0	Glycodeoxycholic Acid
8.0	31.0	Glycolithocholic Acid
9.0	82.0	Glycoursodeoxycholic Acid
10.0	24.0	Lithocholic Acid
11.0	216.0	Omega Muricholic Acid
12.0	138.0	Tauro Alpha Muricholic Acid
13.0	147.0	Tauro Beta Muricholic Acid
14.0	151.0	Taurochenodeoxycholic Acid
15.0	144.0	Taurocholic Acid
16.0	0.0	Taurodeoxycholic Acid
17.0	24.0	Taurolithocholic Acid
18.0	106.0	Tauroursodeoxycholic Acid
19.0	174.0	Ursodeoxycholic Acid
