Genes
NTRK3;NF1;GPR37L1;FGFR3
ATP8A2;PTPRZ1;SLITRK2;ATL1;BAIAP2;EPHB1;FGFR3;TSKU;EPHB3
GJA1;ATP8A2;PTPRZ1;SLITRK2;ATL1;LRP4;BAIAP2;EPHB1;FGFR3;TSKU;EPHB3
EGR2;SCN8A;NF1;ACSBG1;SBF2;FGFR3
