index	count	name
0.0	22.0	206
1.0	27.0	208
2.0	16.0	209
3.0	24.0	210
4.0	23.0	212
5.0	28.0	213
6.0	9.0	214
7.0	10.0	215
8.0	10.0	216
9.0	7.0	218
10.0	19.0	219
11.0	14.0	220
12.0	13.0	222
13.0	18.0	224
14.0	17.0	225
15.0	10.0	226
16.0	5.0	227
17.0	12.0	228
18.0	40.0	287
19.0	30.0	288
20.0	31.0	289
21.0	21.0	293
22.0	20.0	294
23.0	26.0	295
24.0	18.0	297
25.0	15.0	302
26.0	11.0	303
27.0	11.0	304
28.0	9.0	305
29.0	13.0	306
30.0	6.0	308
31.0	13.0	309
32.0	8.0	310
33.0	3.0	311
34.0	14.0	313
35.0	6.0	314
