index	count	name
0.0	97.0	287
1.0	92.0	288
2.0	124.0	289
3.0	116.0	290
4.0	72.0	293
5.0	90.0	294
6.0	83.0	295
7.0	82.0	296
8.0	32.0	297
9.0	16.0	299
10.0	37.0	301
11.0	36.0	302
12.0	38.0	303
13.0	40.0	304
14.0	33.0	305
15.0	35.0	306
16.0	23.0	308
17.0	25.0	309
18.0	30.0	310
19.0	31.0	311
20.0	28.0	313
21.0	33.0	314
22.0	37.0	315
23.0	40.0	316
