index	count	name
0.0	238.0	Alpha Muricholic Acid
1.0	234.0	Beta Muricholic Acid
2.0	172.0	Chenodeoxycholic Acid
3.0	173.0	Cholic Acid
4.0	212.0	Deoxycholic Acid
5.0	0.0	Glycochenodeoxycholic Acid
6.0	11.0	Glycocholic Acid
7.0	117.0	Glycodeoxycholic Acid
8.0	138.0	Glycolithocholic Acid
9.0	106.0	Glycoursodeoxycholic Acid
10.0	213.0	Lithocholic Acid
11.0	217.0	Omega Muricholic Acid
12.0	112.0	Tauro Alpha Muricholic Acid
13.0	192.0	Tauro Beta Muricholic Acid
14.0	116.0	Taurochenodeoxycholic Acid
15.0	263.0	Taurocholic Acid
16.0	170.0	Taurodeoxycholic Acid
17.0	186.0	Taurolithocholic Acid
18.0	157.0	Tauroursodeoxycholic Acid
19.0	126.0	Ursodeoxycholic Acid
